source,target,TANIMOTO,affinity(BRAF),affinity(ABCG2)
CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(C(F)(F)F)=C3)C=C2)=CC=N1,O=C(NC1COC2=CC=CC(C(F)(F)F)=C2)N=C1C1=CC=CN=C1,0.16279069767441862,5.39357852935791,4.983107089996338
CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(C(F)(F)F)=C3)C=C2)=CC=N1,CNC(=O)OC1=CC=C(Cl)C=C1COC1=CC=CC=C1C(=O)NC1=CC=C(Cl)C=C1,0.25316455696202533,6.188442230224609,4.4980082511901855
CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(C(F)(F)F)=C3)C=C2)=CC=N1,COC1=CC=C(C2=CC=CC(NC(=O)C3=CC=CS3)=C2)N=N1,0.20253164556962025,6.969235420227051,4.6027960777282715
CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(C(F)(F)F)=C3)C=C2)=CC=N1,O=C(NC1=CC=CC=C1)C1=CC=C(SC(F)F)C=C1,0.17142857142857143,6.4871907234191895,4.083780765533447
CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(C(F)(F)F)=C3)C=C2)=CC=N1,NN(CC(=O)NC1=CC=C(OC)C=C1)C1=CC=C(F)C=C1,0.2191780821917808,6.068446636199951,4.6733856201171875
CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(C(F)(F)F)=C3)C=C2)=CC=N1,O=C(NC1=CC=C(F)C(Cl)=C1)C1=CC=C(F)C(Cl)=C1,0.2698412698412698,6.308722972869873,4.690183162689209
CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(C(F)(F)F)=C3)C=C2)=CC=N1,CC1=CC=CC=C1C(=O)NCCCNC(=O)C1=CC=CC=C1,0.1232876712328767,7.209003448486328,4.809516906738281
CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(C(F)(F)F)=C3)C=C2)=CC=N1,O=C(CCC1=NNC=C1)NC1=CC=C(OC(F)(F)F)C=C1,0.2465753424657534,6.203307151794434,4.331151962280273
CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(C(F)(F)F)=C3)C=C2)=CC=N1,COC1=CC=CC(C(=O)NC2=CC=C(NC(=O)C3=CC=CO3)N=C2)=C1,0.2222222222222222,6.354115962982178,4.04896879196167
CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(C(F)(F)F)=C3)C=C2)=CC=N1,O=C(NCCNC(=O)C1=CC=CC(F)=C1)C1=CC=CC=N1,0.2222222222222222,7.230776786804199,4.185571193695068
