source,target,TANIMOTO,affinity(BRAF),affinity(ABCG2)
CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(C(F)(F)F)=C3)C=C2)=CC=N1,CNC(=O)C1=CC(OC2=CC=C(NC(=O)C3=CC=CC=C3)C=C2)=CC=N1,0.576271186440678,6.117706298828125,4.948066234588623
CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(C(F)(F)F)=C3)C=C2)=CC=N1,CNC(=O)C1=CC(C2=CC=C(NC(=O)C3=CC=CC=C3)C=C2)=CC=N1,0.390625,6.278000354766846,4.22874641418457
CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(C(F)(F)F)=C3)C=C2)=CC=N1,CNC(=O)C1=CC(C2=CC=C(NC(=O)C3=CC=CC=C3)C=C2)=CC=N1,0.390625,6.278000354766846,4.22874641418457
CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(C(F)(F)F)=C3)C=C2)=CC=N1,CNC(=O)C1=CC(C2=CC=C(NC(=O)C3=CC=CC(C(F)(F)F)=C3)C=C2)=CC=N1,0.4264705882352941,6.298386573791504,4.670779705047607
CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(C(F)(F)F)=C3)C=C2)=CC=N1,CNC(=O)C1=CC(C2=CC=C(NC(=O)C3=CC=CC=C3)C=C2)=CC=N1,0.390625,6.278000354766846,4.22874641418457
CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(C(F)(F)F)=C3)C=C2)=CC=N1,CNC(=O)C1=CC(OC2=CC=C(NC(=O)C3=CC=CC=C3)C=C2)=CC=N1,0.576271186440678,6.117706298828125,4.948066234588623
CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(C(F)(F)F)=C3)C=C2)=CC=N1,CNC(=O)C1=CC(C2=CC=C(NC(=O)C3=CC=CC(Cl)=C3)C=C2)=CC=N1,0.40298507462686567,6.1941046714782715,4.6424736976623535
CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(C(F)(F)F)=C3)C=C2)=CC=N1,CNC(=O)C1=CC(C2=CC=C(NC(=O)C3=CC=CC=C3)C=C2)=CC=N1,0.390625,6.278000354766846,4.22874641418457
CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(C(F)(F)F)=C3)C=C2)=CC=N1,CNC(=O)C1=CC(C2=CC=C(NC(=O)C3=CC=CC=C3)C=C2)=CC=N1,0.390625,6.278000354766846,4.22874641418457
CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(C(F)(F)F)=C3)C=C2)=CC=N1,CNC(=O)C1=CC(C2=CC=C(NC(=O)C3=CC=CC(C(F)(F)F)=C3)C=C2)=CC=N1,0.4264705882352941,6.298386573791504,4.670779705047607
CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(C(F)(F)F)=C3)C=C2)=CC=N1,CNC(=O)C1=CC(OC2=CC=C(NC(=O)C3=CC=CC=C3)C=C2)=CC=N1,0.576271186440678,6.117706298828125,4.948066234588623
CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(C(F)(F)F)=C3)C=C2)=CC=N1,CNC(=O)C1=CC(C2=CC=C(NC(=O)C3=CC=CC=C3)C=C2)=CC=N1,0.390625,6.278000354766846,4.22874641418457
CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(C(F)(F)F)=C3)C=C2)=CC=N1,CNC(=O)C1=CC(NC(=O)C2=CC=C(OC(F)(F)F)C=C2)=CC=N1,0.47619047619047616,6.20015287399292,4.0886664390563965
CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(C(F)(F)F)=C3)C=C2)=CC=N1,CNC(=O)C1=CC(C2=CC=C(NC(=O)C3=CC=CC(C(F)(F)F)=C3)C=C2)=CC=N1,0.4264705882352941,6.298386573791504,4.670779705047607
CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(C(F)(F)F)=C3)C=C2)=CC=N1,CNC(=O)C1=CC(C2=CC=C(NC(=O)C3=CC=CC=C3)C=C2)=CC=N1,0.390625,6.278000354766846,4.22874641418457
CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(C(F)(F)F)=C3)C=C2)=CC=N1,CNC(=O)C1=CC(OC2=CC=C(NC(=O)C3=CC=CC(C(F)(F)F)=C3)C=C2)=CC=N1,0.6031746031746031,6.137670993804932,5.0106120109558105
CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(C(F)(F)F)=C3)C=C2)=CC=N1,CNC(=O)C1=CC(C2=CC=C(NC(=O)C3=CC=CC=C3)C=C2)=CC=N1,0.390625,6.278000354766846,4.22874641418457
CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(C(F)(F)F)=C3)C=C2)=CC=N1,CNC(=O)C1=CC(C2=CC=C(NC(=O)C3=CC=CC=C3)C=C2)=CC=N1,0.390625,6.278000354766846,4.22874641418457
CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(C(F)(F)F)=C3)C=C2)=CC=N1,CNC(=O)C1=CC(OC2=CC=C(NC(=O)C3=CC=CC=C3)C=C2)=CC=N1,0.576271186440678,6.117706298828125,4.948066234588623
CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(C(F)(F)F)=C3)C=C2)=CC=N1,CNC(=O)C1=CC(C=NC2=CC=C(NC(=O)C3=CC=CC=C3)C=C2)=CC=N1,0.3472222222222222,6.634180068969727,5.456672668457031
CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(C(F)(F)F)=C3)C=C2)=CC=N1,CNC(=O)C1=CC(C2=CC=C(NC(=O)C3=CC=CC=C3)C=C2)=CC=N1,0.390625,6.278000354766846,4.22874641418457
CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(C(F)(F)F)=C3)C=C2)=CC=N1,CNC(=O)C1=CC(C2=CC=C(NC(=O)C3=CC=CC=C3)C=C2)=CC=N1,0.390625,6.278000354766846,4.22874641418457
CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(C(F)(F)F)=C3)C=C2)=CC=N1,CNC(=O)C1=CC(C2=CC=C(NC(=O)C3=CC=CC=C3)C=C2)=CC=N1,0.390625,6.278000354766846,4.22874641418457
CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(C(F)(F)F)=C3)C=C2)=CC=N1,CNC(=O)C1=CC(OC2=CC=C(NC(=O)C3=CC=CC=C3)C=C2)=CC=N1,0.576271186440678,6.117706298828125,4.948066234588623
CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(C(F)(F)F)=C3)C=C2)=CC=N1,CNC(=O)C1=CC(OC2=CC=C(NC(=O)C3=CC=CC=C3)C=C2)=CC=N1,0.576271186440678,6.117706298828125,4.948066234588623
CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(C(F)(F)F)=C3)C=C2)=CC=N1,CNC(=O)C1=CC(C2=CC=C(NC(=O)C3=CC=CC=C3)C=C2)=CC=N1,0.390625,6.278000354766846,4.22874641418457
CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(C(F)(F)F)=C3)C=C2)=CC=N1,CNC(=O)C1=CC(C2=CC=C(NC(=O)C3=CC=CC(C(F)(F)F)=C3)C=C2)=CC=N1,0.4264705882352941,6.298386573791504,4.670779705047607
CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(C(F)(F)F)=C3)C=C2)=CC=N1,CNC(=O)NC1=CC(OC2=CC=C(NC(=O)C3=CC=CC=C3)C=C2)=CC(NC(=O)C2=CC=C(OC(F)(F)F)C=C2)=C1,0.38028169014084506,6.36284065246582,4.533368110656738
CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(C(F)(F)F)=C3)C=C2)=CC=N1,CNC(=O)C1=CC(C2=CC=C(NC(=O)C3=CC=CC=C3)C=C2)=CC=N1,0.390625,6.278000354766846,4.22874641418457
CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(C(F)(F)F)=C3)C=C2)=CC=N1,CNC(=O)C1=CC(OC2=CC=C(NC(=O)C3=CC=CC=C3)C=C2)=CC=N1,0.576271186440678,6.117706298828125,4.948066234588623
CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(C(F)(F)F)=C3)C=C2)=CC=N1,CNC(=O)C1=CC(C2=CC=C(NC(=O)C3=CC=CC=C3)C=C2)=CC=N1,0.390625,6.278000354766846,4.22874641418457
CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(C(F)(F)F)=C3)C=C2)=CC=N1,CNC(=O)C1=CC(C2=CC=C(NC(=O)C3=CC=CC=C3)C=C2)=CC=N1,0.390625,6.278000354766846,4.22874641418457
CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(C(F)(F)F)=C3)C=C2)=CC=N1,CNC(=O)C1=CC(C2=CC=C(NC(=O)C3=CC=CC=C3)C=C2)=CC=N1,0.390625,6.278000354766846,4.22874641418457
CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(C(F)(F)F)=C3)C=C2)=CC=N1,CNC(=O)C1=CC(OC2=CC=C(NC(=O)C3=CC=CC=C3)C=C2)=CC=N1,0.576271186440678,6.117706298828125,4.948066234588623
CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(C(F)(F)F)=C3)C=C2)=CC=N1,CNC(=O)C1=CC(OC2=CC=C(NC(=O)C3=CC=CC=C3)C=C2)=CC=N1,0.576271186440678,6.117706298828125,4.948066234588623
CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(C(F)(F)F)=C3)C=C2)=CC=N1,CNC(=O)C1=CC(OC2=CC=C(NC(=O)C3=CC=CC(C(F)(F)F)=C3)C=C2)=CC=N1,0.6031746031746031,6.137670993804932,5.0106120109558105
CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(C(F)(F)F)=C3)C=C2)=CC=N1,CNC(=O)C1=CC(OC2=CC=C(NC(=O)C3=CC=CC(C(F)(F)F)=C3)C=C2)=CC=N1,0.6031746031746031,6.137670993804932,5.0106120109558105
CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(C(F)(F)F)=C3)C=C2)=CC=N1,CNC(=O)C1=CC(C2=CC=C(NC(=O)C3=CC=CC=C3)C=C2)=CC=N1,0.390625,6.278000354766846,4.22874641418457
CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(C(F)(F)F)=C3)C=C2)=CC=N1,CNC(=O)C1=CC(OC2=CC=C(NC(=O)C3=CC=CC=C3)C=C2)=CC=N1,0.576271186440678,6.117706298828125,4.948066234588623
CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(C(F)(F)F)=C3)C=C2)=CC=N1,CNC(=O)C1=CC(OC2=CC=C(NC(=O)C3=CC=CC=C3)C=C2)=CC=N1,0.576271186440678,6.117706298828125,4.948066234588623
CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(C(F)(F)F)=C3)C=C2)=CC=N1,CNC(=O)C1=CC(OC2=CC=C(NC(=O)C3=CC=CC=C3)C=C2)=CC=N1,0.576271186440678,6.117706298828125,4.948066234588623
CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(C(F)(F)F)=C3)C=C2)=CC=N1,CNC(=O)C1=CC(C2=CC=C(NC(=O)C3=CC=CC=C3)C=C2)=CC(NC(=O)C2=CC=C(OC(F)(F)F)C=C2)=C1,0.30666666666666664,6.656854152679443,4.644589424133301
CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(C(F)(F)F)=C3)C=C2)=CC=N1,CNC(=O)C1=CC(OC2=CC=C(NC(=O)C3=CC=CC=C3)C=C2)=CC=N1,0.576271186440678,6.117706298828125,4.948066234588623
CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(C(F)(F)F)=C3)C=C2)=CC=N1,CNC(=O)C1=CC(C2=CC=C(NC(=O)C3=CC=CC=C3)C=C2)=CC=N1,0.390625,6.278000354766846,4.22874641418457
CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(C(F)(F)F)=C3)C=C2)=CC=N1,CNC(=O)C1=CC(C2=CC=C(NC(=O)C3=CC=CC=C3)C=C2)=CC=N1,0.390625,6.278000354766846,4.22874641418457
CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(C(F)(F)F)=C3)C=C2)=CC=N1,CNC(=O)C1=CC(OC2=CC=C(NC(=O)C3=CC=CC=C3)C=C2)=CC=N1,0.576271186440678,6.117706298828125,4.948066234588623
CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(C(F)(F)F)=C3)C=C2)=CC=N1,CNC(=O)C1=CC(C2=CC=C(NC(=O)C3=CC=CC=C3)C=C2)=CC=N1,0.390625,6.278000354766846,4.22874641418457
CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(C(F)(F)F)=C3)C=C2)=CC=N1,CNC(=O)C1=CC(OC2=CC=C(NC(=O)C3=CC=CC=C3)C=C2)=CC=N1,0.576271186440678,6.117706298828125,4.948066234588623
CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(C(F)(F)F)=C3)C=C2)=CC=N1,CNC(=O)C1=CC(C2=CC=C(NC(=O)C3=CC=CC=C3)C=C2)=CC=N1,0.390625,6.278000354766846,4.22874641418457
CNC(=O)C1=CC(OC2=CC=C(NC(=O)NC3=CC=C(Cl)C(C(F)(F)F)=C3)C=C2)=CC=N1,CNC(=O)C1=CC(OC2=CC=C(NC(=O)C3=CC=CC=C3)C=C2)=CC=N1,0.576271186440678,6.117706298828125,4.948066234588623
