LOSS,REWARD,SIMILARITY,PROPERTY,EXEC_TIME_SEC
0.003127041665695175,0.0679850208746908,0.6790689854342125,5.429557396791419,76.6194076538086
0.003089598434883488,0.07616195619798245,0.65553370373529,5.438837788859618,118.61070561408997
0.0050718586357118576,0.07870035411392916,0.6651486730643421,5.363513294084165,156.48686814308167
0.004636532235725881,0.09393243926646026,0.6451368822834523,5.334438505556725,196.5621039867401
0.004387061296340308,0.09164488709955611,0.6435111531607502,5.399271359784548,235.18324184417725
0.0028204614791353384,0.05452361716271647,0.6817886183272485,5.396973608513676,277.43328881263733
0.0032699869118094655,0.0789068246321446,0.6872341911618447,5.378179100989403,311.24836707115173
0.004012448271660659,0.10585251640080821,0.7024603792137593,5.283214204865319,345.4019253253937
0.00522073513050972,0.1428631946970413,0.6770252142666406,5.18949406143512,384.9541063308716
0.004534074355321698,0.12484555528465578,0.6790584105697846,5.342609486506915,426.74457716941833
0.004015776991031395,0.10428223311812222,0.6568568698534578,5.417358833656629,467.4763762950897
0.0038381811936074664,0.09252196395969585,0.6646824714204591,5.382654697934718,505.8804669380188
0.00351908012549498,0.08255226572251916,0.6604926754787319,5.339806404604003,543.7415359020233
0.00479892108813197,0.0752311847306656,0.6446207675613564,5.334849742775548,587.0857865810394
0.003217149863289768,0.0877175713841864,0.645977574345302,5.300088910803584,624.8384075164795
0.003782240902321357,0.08026692810705725,0.6396348528072108,5.348664228675445,662.6266932487488
0.00421334202526658,0.08689392227669893,0.6368740965278268,5.36877584274985,699.5972094535828
0.004066618954749099,0.10120362271932025,0.631624570333562,5.279203654189231,736.1486940383911
0.00520697694066627,0.12253462595928177,0.6164409292400561,5.253284221678583,773.5103666782379
0.00482757069988987,0.1275929316405373,0.5940841055357629,5.244639412383714,818.7800495624542
0.0038514652096193164,0.1028612048767699,0.6256607708967937,5.288708996501291,856.7636413574219
0.004825851373664069,0.11261391817295398,0.6377008788775537,5.317817189865863,890.2995343208313
0.0045395193487992765,0.10536500037213103,0.606291969393489,5.316441823274242,928.8823726177216
0.003694588320810318,0.10664980446221034,0.6108797212413993,5.275697361908071,965.700790643692
0.0036953232970818027,0.1024207570626339,0.6309715540687081,5.346933154161524,1001.2298793792725
0.004714833111407693,0.10103743921674684,0.614905422813505,5.374121878234457,1040.9664866924286
0.003191725705677814,0.0962250107297933,0.6141338665826785,5.321566707773107,1075.0645439624786
0.003187443769745985,0.08538785188141307,0.6223040323739293,5.336154324438232,1111.8833861351013
0.003441716504362519,0.08518812789789791,0.6263091015200823,5.404588051127109,1150.739358663559
0.004178960094539204,0.10662076058937307,0.6248072463880269,5.321910913872328,1187.7494955062866
0.004695117516903736,0.12279528011710462,0.641862366201335,5.275554171729369,1221.3457114696503
0.00458037203660092,0.10159336321961325,0.6226716439684893,5.343047699395158,1263.6114766597748
0.003113876964079359,0.07917527985499705,0.6207081913944323,5.359220439028439,1303.1608221530914
0.003522021292050212,0.12161151055761817,0.6199113913342919,5.317786199167317,1336.8190393447876
0.006387674854534713,0.12646236740059877,0.6081174388839957,5.25569616361815,1373.2082767486572
0.005772584113775411,0.14945948925818875,0.5960100961745903,5.153383665711315,1405.4839799404144
0.005429897120458807,0.13844454115788624,0.6023357057068094,5.197800222215608,1443.7157254219055
0.00612845068552891,0.175042721701769,0.6005169998254074,5.1606574322799705,1476.7810859680176
0.004761096048493979,0.167700591018579,0.6154237799654882,5.24195457099098,1511.8698766231537
0.005479252860598788,0.13871813680474968,0.6278839857630059,5.211425177475755,1546.4586699008942
0.004459076479694624,0.13950470486530195,0.6265546842483776,5.2389938295418546,1583.3476252555847
0.006403325501680047,0.17604748980737134,0.5904060204357608,5.124188407933036,1621.1257421970367
0.005312105565704561,0.1814582992171253,0.573706300275909,5.092422197236817,1657.0398645401
0.004706900196101873,0.15794882064511398,0.6088332038628251,5.0650237486051966,1688.5493507385254
0.003690172933021841,0.09105708269722795,0.6243318788383884,5.232909505916913,1724.0015079975128
0.003443675278867376,0.09637892998267943,0.6053622921759553,5.2367951600579445,1758.2337009906769
