LOSS,REWARD,SIMILARITY,PROPERTY
0.27920782566070557,1.1238653659820557,0.673963725566864,1.1238653659820557
0.20350311696529388,1.176589012145996,0.6800175309181213,1.176589012145996
0.21227769553661346,1.0917494297027588,0.6825770139694214,1.0917494297027588
0.21386216580867767,1.0406415462493896,0.6790169477462769,1.0406415462493896
0.19814810156822205,1.3239328861236572,0.6820027828216553,1.3239328861236572
0.19550307095050812,1.4159972667694092,0.6811538934707642,1.4159972667694092
0.18818549811840057,1.3963922262191772,0.6760313510894775,1.3963922262191772
0.20151877403259277,1.341007947921753,0.6738407015800476,1.341007947921753
0.19391648471355438,1.4982444047927856,0.6628101468086243,1.4982444047927856
0.1986275613307953,1.5006146430969238,0.6718292832374573,1.5006146430969238
0.19068536162376404,1.5020462274551392,0.6678298711776733,1.5020462274551392
0.20037303864955902,1.551138997077942,0.6670750975608826,1.551138997077942
0.18056410551071167,1.4664369821548462,0.6703317165374756,1.4664369821548462
0.15133978426456451,1.510148286819458,0.6638244986534119,1.510148286819458
0.19881831109523773,1.5443364381790161,0.6729667782783508,1.5443364381790161
0.18050916492938995,1.619667887687683,0.6675502061843872,1.619667887687683
0.16323795914649963,1.5272934436798096,0.6633104681968689,1.5272934436798096
0.17390580475330353,1.6124404668807983,0.6609848737716675,1.6124404668807983
0.1553896963596344,1.6916327476501465,0.6717103123664856,1.6916327476501465
0.1865648627281189,1.6886643171310425,0.6683326363563538,1.6886643171310425
0.18002104759216309,1.6735252141952515,0.6712654232978821,1.6735252141952515
0.17707455158233643,1.5986948013305664,0.6716464161872864,1.5986948013305664
0.17188657820224762,1.8348528146743774,0.6878300905227661,1.8348528146743774
0.18145336210727692,1.959746241569519,0.6807779669761658,1.959746241569519
0.17756277322769165,1.9020859003067017,0.6769710183143616,1.9020859003067017
0.19806665182113647,1.8988641500473022,0.6638326048851013,1.8988641500473022
0.17037217319011688,1.767917513847351,0.6663892865180969,1.767917513847351
0.18024501204490662,1.805918574333191,0.6643508672714233,1.805918574333191
0.18598859012126923,1.6617413759231567,0.6556509137153625,1.6617413759231567
0.17952314019203186,1.7427886724472046,0.6543756723403931,1.7427886724472046
0.19256503880023956,1.8166428804397583,0.6546817421913147,1.8166428804397583
0.17479822039604187,1.8629955053329468,0.6622458100318909,1.8629955053329468
0.2032136619091034,1.790935754776001,0.6680517196655273,1.790935754776001
0.18359994888305664,1.7789994478225708,0.6689133644104004,1.7789994478225708
0.1566551774740219,1.8472346067428589,0.6858651041984558,1.8472346067428589
0.19364476203918457,1.9955742359161377,0.6743497252464294,1.9955742359161377
0.1831926554441452,2.008371591567993,0.6656558513641357,2.008371591567993
0.19928844273090363,1.973690390586853,0.6575835347175598,1.973690390586853
0.17155371606349945,1.7356324195861816,0.657932460308075,1.7356324195861816
0.2004399597644806,1.758692979812622,0.6636679172515869,1.758692979812622
0.17352895438671112,1.8103783130645752,0.673475444316864,1.8103783130645752
0.1793334186077118,1.895081639289856,0.6604748964309692,1.895081639289856
0.17611707746982574,2.0020480155944824,0.6665826439857483,2.0020480155944824
0.18652388453483582,1.9097905158996582,0.6639949679374695,1.9097905158996582
0.19076888263225555,1.9622539281845093,0.6598014235496521,1.9622539281845093
0.18152883648872375,1.8112090826034546,0.65135258436203,1.8112090826034546
0.188795804977417,1.915615439414978,0.6518672108650208,1.915615439414978
0.21659427881240845,1.7832776308059692,0.6491010189056396,1.7832776308059692
0.19957959651947021,1.9167839288711548,0.6518996953964233,1.9167839288711548
0.18883590400218964,1.774278163909912,0.663433849811554,1.774278163909912
0.17947131395339966,1.7970434427261353,0.6545005440711975,1.7970434427261353
0.1721613109111786,1.8441143035888672,0.6512299180030823,1.8441143035888672
0.19142252206802368,1.7802177667617798,0.646174430847168,1.7802177667617798
0.18562671542167664,1.7975965738296509,0.6590412259101868,1.7975965738296509
0.16203372180461884,1.79887855052948,0.6574221849441528,1.79887855052948
0.17438921332359314,1.889411211013794,0.6557601094245911,1.889411211013794
0.19503749907016754,1.8729248046875,0.6616020798683167,1.8729248046875
0.17521904408931732,1.9889209270477295,0.6666823625564575,1.9889209270477295
0.18096564710140228,1.8175526857376099,0.662860095500946,1.8175526857376099
0.20684410631656647,2.0465002059936523,0.6627189517021179,2.0465002059936523
0.18207308650016785,1.9306129217147827,0.6604946851730347,1.9306129217147827
0.18119540810585022,2.014228105545044,0.6539350748062134,2.014228105545044
0.19868576526641846,2.0520598888397217,0.6627817749977112,2.0520598888397217
0.1714295595884323,2.0133674144744873,0.6787108778953552,2.0133674144744873
0.19495248794555664,2.0288033485412598,0.6737082600593567,2.0288033485412598
0.1789693534374237,2.137620687484741,0.6690722107887268,2.137620687484741
0.18760931491851807,2.147399663925171,0.6544064283370972,2.147399663925171
0.1608462780714035,2.1054203510284424,0.6517587304115295,2.1054203510284424
0.18126782774925232,1.875622034072876,0.6502084732055664,1.875622034072876
0.17696413397789001,1.8713537454605103,0.6568859219551086,1.8713537454605103
0.18201994895935059,1.9840917587280273,0.6673259139060974,1.9840917587280273
0.16911877691745758,1.869996190071106,0.6606749296188354,1.869996190071106
0.19522202014923096,2.110067844390869,0.6572992205619812,2.110067844390869
0.19282548129558563,2.391465663909912,0.6788913011550903,2.391465663909912
0.1981624960899353,2.219961643218994,0.6690927147865295,2.219961643218994
0.20611394941806793,2.217026948928833,0.6629695892333984,2.217026948928833
0.2244105041027069,2.218900442123413,0.661589503288269,2.218900442123413
0.19345907866954803,2.1611454486846924,0.6623724699020386,2.1611454486846924
0.17613829672336578,1.9843995571136475,0.6569151282310486,1.9843995571136475
0.1908891499042511,1.9102284908294678,0.6424478888511658,1.9102284908294678
0.16660286486148834,1.895211935043335,0.6544092893600464,1.895211935043335
0.17887984216213226,1.9954086542129517,0.6618589162826538,1.9954086542129517
0.17356830835342407,1.9501498937606812,0.6578918099403381,1.9501498937606812
0.19533057510852814,1.9974652528762817,0.6544798612594604,1.9974652528762817
0.1637820303440094,1.866700291633606,0.6588976979255676,1.866700291633606
0.1688455492258072,1.9776825904846191,0.6540090441703796,1.9776825904846191
0.17637112736701965,1.9681711196899414,0.6602984070777893,1.9681711196899414
0.18482236564159393,2.000852108001709,0.6574226021766663,2.000852108001709
0.1797257363796234,2.0755960941314697,0.6626859307289124,2.0755960941314697
0.20725701749324799,2.1609458923339844,0.6633704900741577,2.1609458923339844
0.18944227695465088,2.227442741394043,0.661506175994873,2.227442741394043
0.21188774704933167,2.4196300506591797,0.6512107849121094,2.4196300506591797
0.20929144322872162,2.1867666244506836,0.6567872762680054,2.1867666244506836
0.20510299503803253,2.0007052421569824,0.6530811190605164,2.0007052421569824
0.16714729368686676,1.9809534549713135,0.6476192474365234,1.9809534549713135
0.1659816950559616,1.9561246633529663,0.6526864767074585,1.9561246633529663
0.16912569105625153,1.9489161968231201,0.6726711392402649,1.9489161968231201
0.1608189344406128,1.8260302543640137,0.6662383675575256,1.8260302543640137
0.17174607515335083,1.8949246406555176,0.6536409258842468,1.8949246406555176
0.16563962399959564,1.863988995552063,0.6592764258384705,1.863988995552063
0.17889733612537384,1.9142290353775024,0.6624124646186829,1.9142290353775024
0.16886569559574127,1.9378455877304077,0.6626551747322083,1.9378455877304077
0.15932685136795044,1.8525346517562866,0.6579635739326477,1.8525346517562866
0.18787498772144318,2.0484790802001953,0.6630653738975525,2.0484790802001953
0.17098653316497803,1.847049593925476,0.6612190008163452,1.847049593925476
0.17999570071697235,2.0747973918914795,0.6529341340065002,2.0747973918914795
0.18250736594200134,1.9973726272583008,0.6516900062561035,1.9973726272583008
0.178159698843956,1.9022690057754517,0.6615203619003296,1.9022690057754517
0.19251304864883423,1.8188027143478394,0.6675329208374023,1.8188027143478394
0.17448467016220093,2.0980093479156494,0.6605557799339294,2.0980093479156494
0.17814162373542786,2.0328726768493652,0.6561755537986755,2.0328726768493652
0.18801014125347137,2.024339199066162,0.6586949825286865,2.024339199066162
0.1844494342803955,1.81712007522583,0.6595351696014404,1.81712007522583
0.18017622828483582,1.8360416889190674,0.6589128375053406,1.8360416889190674
0.15831845998764038,1.833916187286377,0.6519811153411865,1.833916187286377
0.17188522219657898,1.990817666053772,0.6580994129180908,1.990817666053772
0.20206859707832336,2.0136752128601074,0.6554614305496216,2.0136752128601074
0.1720234751701355,1.962788701057434,0.6464719176292419,1.962788701057434
0.15945656597614288,1.995214581489563,0.6583303809165955,1.995214581489563
0.1851823478937149,2.0515034198760986,0.6551021337509155,2.0515034198760986
0.17016398906707764,1.8441832065582275,0.6512157320976257,1.8441832065582275
0.15902353823184967,1.9411625862121582,0.6559343338012695,1.9411625862121582
0.16973364353179932,2.0322372913360596,0.64756840467453,2.0322372913360596
0.16024602949619293,1.9777133464813232,0.667640745639801,1.9777133464813232
0.17043988406658173,1.9949849843978882,0.6635105013847351,1.9949849843978882
0.16010932624340057,2.028752088546753,0.6593878865242004,2.028752088546753
0.18508973717689514,2.1129024028778076,0.6510260105133057,2.1129024028778076
0.17275936901569366,2.1833548545837402,0.6674696207046509,2.1833548545837402
0.16703131794929504,2.1764769554138184,0.649435818195343,2.1764769554138184
0.1683432161808014,2.107271671295166,0.6658350825309753,2.107271671295166
0.1933360993862152,2.0561389923095703,0.6645782589912415,2.0561389923095703
0.17850233614444733,2.047386407852173,0.6652188301086426,2.047386407852173
0.1896238774061203,2.060178279876709,0.6601282954216003,2.060178279876709
0.18297365307807922,2.0558910369873047,0.6705930829048157,2.0558910369873047
0.16729405522346497,1.8312667608261108,0.6672245860099792,1.8312667608261108
0.2105407565832138,2.155871629714966,0.6609010100364685,2.155871629714966
0.19818952679634094,2.157264232635498,0.6539416909217834,2.157264232635498
0.20242957770824432,2.023387908935547,0.6500539183616638,2.023387908935547
0.20644961297512054,2.320462465286255,0.6473478078842163,2.320462465286255
